,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
6836,804300.00,56485.00,6083000102,"Census Tract 1.02, Santa Barbara County, California"
3561,965000.00,56470.00,6041110200,"Census Tract 1102, Marin County, California"
157,557700.00,56458.00,6001427200,"Census Tract 4272, Alameda County, California"
322,745700.00,56421.00,6001450502,"Census Tract 4505.02, Alameda County, California"
6955,776800.00,56385.00,6085502400,"Census Tract 5024, Santa Clara County, California"
1535,530700.00,56380.00,6037183222,"Census Tract 1832.22, Los Angeles County, California"
7606,681100.00,56364.00,6097154303,"Census Tract 1543.03, Sonoma County, California"
466,202600.00,56364.00,6013307205,"Census Tract 3072.05, Contra Costa County, California"
15,341800.00,56352.00,6001401500,"Census Tract 4015, Alameda County, California"
264,614800.00,56347.00,6001441100,"Census Tract 4411, Alameda County, California"
1511,1013700.00,56332.00,6037141600,"Census Tract 1416, Los Angeles County, California"
2187,393300.00,56326.00,6037301900,"Census Tract 3019, Los Angeles County, California"
6517,254700.00,56301.00,6077003108,"Census Tract 31.08, San Joaquin County, California"
4798,125700.00,56297.00,6065043813,"Census Tract 438.13, Riverside County, California"
4003,1086000.00,56282.00,6059042333,"Census Tract 423.33, Orange County, California"
7181,610400.00,56263.00,6085508704,"Census Tract 5087.04, Santa Clara County, California"
3795,483500.00,56253.00,6055201003,"Census Tract 2010.03, Napa County, California"
3091,175000.00,56252.00,6037576502,"Census Tract 5765.02, Los Angeles County, California"
2543,746100.00,56226.00,6037462600,"Census Tract 4626, Los Angeles County, California"
1528,534600.00,56219.00,6037181500,"Census Tract 1815, Los Angeles County, California"
7140,1135700.00,56218.00,6085507205,"Census Tract 5072.05, Santa Clara County, California"
8004,194000.00,56196.00,6113010102,"Census Tract 101.02, Yolo County, California"
7600,632100.00,56186.00,6097153903,"Census Tract 1539.03, Sonoma County, California"
3571,969400.00,56169.00,6041117000,"Census Tract 1170, Marin County, California"
6621,123100.00,56168.00,6077005501,"Census Tract 55.01, San Joaquin County, California"
3403,78200.00,56167.00,6037910602,"Census Tract 9106.02, Los Angeles County, California"
6895,173800.00,56146.00,6083002702,"Census Tract 27.02, Santa Barbara County, California"
6279,571400.00,56122.00,6073021400,"Census Tract 214, San Diego County, California"
5906,259700.00,56103.00,6073010013,"Census Tract 100.13, San Diego County, California"
359,384400.00,56096.00,6001982000,"Census Tract 9820, Alameda County, California"
7086,670300.00,56087.00,6085505001,"Census Tract 5050.01, Santa Clara County, California"
7949,400500.00,56082.00,6111007000,"Census Tract 70, Ventura County, California"
7106,733400.00,56063.00,6085505900,"Census Tract 5059, Santa Clara County, California"
3551,776500.00,56060.00,6041104300,"Census Tract 1043, Marin County, California"
6157,271900.00,56058.00,6073018603,"Census Tract 186.03, San Diego County, California"
7074,519100.00,56052.00,6085504504,"Census Tract 5045.04, Santa Clara County, California"
6778,713000.00,56034.00,6081609100,"Census Tract 6091, San Mateo County, California"
7206,1683100.00,55992.00,6085510001,"Census Tract 5100.01, Santa Clara County, California"
148,636900.00,55973.00,6001424001,"Census Tract 4240.01, Alameda County, California"
3118,293400.00,55946.00,6037600304,"Census Tract 6003.04, Los Angeles County, California"
6126,827400.00,55888.00,6073017601,"Census Tract 176.01, San Diego County, California"
6127,695500.00,55822.00,6073017603,"Census Tract 176.03, San Diego County, California"
4465,446900.00,55796.00,6061021204,"Census Tract 212.04, Placer County, California"
702,69100.00,55784.00,6019000502,"Census Tract 5.02, Fresno County, California"
7560,702900.00,55737.00,6097152400,"Census Tract 1524, Sonoma County, California"
2496,358700.00,55720.00,6037433402,"Census Tract 4334.02, Los Angeles County, California"
2047,653200.00,55701.00,6037269601,"Census Tract 2696.01, Los Angeles County, California"
6915,517900.00,55687.00,6083002930,"Census Tract 29.30, Santa Barbara County, California"
7386,179400.00,55662.00,6089012102,"Census Tract 121.02, Shasta County, California"
4161,700000.00,55656.00,6059075303,"Census Tract 753.03, Orange County, California"
6952,683600.00,55656.00,6085502202,"Census Tract 5022.02, Santa Clara County, California"
6464,890800.00,55641.00,6075047801,"Census Tract 478.01, San Francisco County, California"
3211,763000.00,55635.00,6037620702,"Census Tract 6207.02, Los Angeles County, California"
3198,692400.00,55630.00,6037620101,"Census Tract 6201.01, Los Angeles County, California"
7128,823300.00,55543.00,6085506701,"Census Tract 5067.01, Santa Clara County, California"
625,526900.00,55531.00,6013378000,"Census Tract 3780, Contra Costa County, California"
6712,647900.00,55510.00,6081603000,"Census Tract 6030, San Mateo County, California"
1286,400400.00,55480.00,6037117102,"Census Tract 1171.02, Los Angeles County, California"
3956,1010400.00,55424.00,6059032046,"Census Tract 320.46, Orange County, California"
2741,231800.00,55412.00,6037532500,"Census Tract 5325, Los Angeles County, California"
4027,490700.00,55402.00,6059052428,"Census Tract 524.28, Orange County, California"
266,784500.00,55386.00,6001441301,"Census Tract 4413.01, Alameda County, California"
1789,549200.00,55379.00,6037213202,"Census Tract 2132.02, Los Angeles County, California"
1550,612200.00,55362.00,6037185204,"Census Tract 1852.04, Los Angeles County, California"
4586,187900.00,55343.00,6065041101,"Census Tract 411.01, Riverside County, California"
3329,739100.00,55339.00,6037800325,"Census Tract 8003.25, Los Angeles County, California"
6789,1041800.00,55338.00,6081609900,"Census Tract 6099, San Mateo County, California"
6642,651000.00,55314.00,6079010902,"Census Tract 109.02, San Luis Obispo County, California"
1875,328900.00,55311.00,6037226410,"Census Tract 2264.10, Los Angeles County, California"
7039,430200.00,55263.00,6085503804,"Census Tract 5038.04, Santa Clara County, California"
3974,589500.00,55196.00,6059042109,"Census Tract 421.09, Orange County, California"
5674,495300.00,55191.00,6073001500,"Census Tract 15, San Diego County, California"
1885,272700.00,55155.00,6037228410,"Census Tract 2284.10, Los Angeles County, California"
1707,387800.00,55134.00,6037206200,"Census Tract 2062, Los Angeles County, California"
669,547100.00,55110.00,6017030710,"Census Tract 307.10, El Dorado County, California"
2091,716800.00,55083.00,6037275311,"Census Tract 2753.11, Los Angeles County, California"
5620,163100.00,55080.00,6071010424,"Census Tract 104.24, San Bernardino County, California"
4919,132400.00,55056.00,6065047000,"Census Tract 470, Riverside County, California"
7331,511700.00,55052.00,6087121402,"Census Tract 1214.02, Santa Cruz County, California"
2497,392900.00,55039.00,6037433403,"Census Tract 4334.03, Los Angeles County, California"
1416,627800.00,55037.00,6037128702,"Census Tract 1287.02, Los Angeles County, California"
7234,926300.00,54987.00,6085511905,"Census Tract 5119.05, Santa Clara County, California"
5990,609700.00,54982.00,6073013605,"Census Tract 136.05, San Diego County, California"
834,388100.00,54946.00,6019005525,"Census Tract 55.25, Fresno County, California"
7109,703600.00,54935.00,6085506102,"Census Tract 5061.02, Santa Clara County, California"
4105,369000.00,54928.00,6059063605,"Census Tract 636.05, Orange County, California"
5820,372800.00,54870.00,6073008341,"Census Tract 83.41, San Diego County, California"
2939,228500.00,54847.00,6037553502,"Census Tract 5535.02, Los Angeles County, California"
6103,492400.00,54793.00,6073017050,"Census Tract 170.50, San Diego County, California"
7299,868100.00,54771.00,6087100300,"Census Tract 1003, Santa Cruz County, California"
757,130200.00,54734.00,6019003701,"Census Tract 37.01, Fresno County, California"
2307,712100.00,54722.00,6037403324,"Census Tract 4033.24, Los Angeles County, California"
1404,393900.00,54721.00,6037127910,"Census Tract 1279.10, Los Angeles County, California"
1777,596900.00,54688.00,6037212410,"Census Tract 2124.10, Los Angeles County, California"
4007,821100.00,54674.00,6059042337,"Census Tract 423.37, Orange County, California"
5056,588700.00,54660.00,6067005804,"Census Tract 58.04, Sacramento County, California"
2644,425700.00,54608.00,6037501504,"Census Tract 5015.04, Los Angeles County, California"
2490,291700.00,54601.00,6037433302,"Census Tract 4333.02, Los Angeles County, California"
3425,540800.00,54576.00,6037910813,"Census Tract 9108.13, Los Angeles County, California"
7684,277500.00,54570.00,6099003300,"Census Tract 33, Stanislaus County, California"
221,294100.00,54568.00,6001436200,"Census Tract 4362, Alameda County, California"
2806,299700.00,54561.00,6037535502,"Census Tract 5355.02, Los Angeles County, California"
4217,300800.00,54538.00,6059086502,"Census Tract 865.02, Orange County, California"
5746,311500.00,54526.00,6073003902,"Census Tract 39.02, San Diego County, California"
3204,983800.00,54517.00,6037620400,"Census Tract 6204, Los Angeles County, California"
7301,672600.00,54513.00,6087100500,"Census Tract 1005, Santa Cruz County, California"
7118,744900.00,54503.00,6085506401,"Census Tract 5064.01, Santa Clara County, California"
7164,927900.00,54478.00,6085508202,"Census Tract 5082.02, Santa Clara County, California"
6274,364200.00,54467.00,6073021205,"Census Tract 212.05, San Diego County, California"
6942,441100.00,54446.00,6085501502,"Census Tract 5015.02, Santa Clara County, California"
6649,483600.00,54426.00,6079011300,"Census Tract 113, San Luis Obispo County, California"
7320,495500.00,54422.00,6087120400,"Census Tract 1204, Santa Cruz County, California"
2399,580400.00,54379.00,6037408005,"Census Tract 4080.05, Los Angeles County, California"
153,365200.00,54348.00,6001425104,"Census Tract 4251.04, Alameda County, California"
6813,399400.00,54341.00,6081611800,"Census Tract 6118, San Mateo County, California"
151,384100.00,54331.00,6001425102,"Census Tract 4251.02, Alameda County, California"
6811,1089900.00,54324.00,6081611600,"Census Tract 6116, San Mateo County, California"
6974,448100.00,54318.00,6085503105,"Census Tract 5031.05, Santa Clara County, California"
1895,296400.00,54302.00,6037229300,"Census Tract 2293, Los Angeles County, California"
1695,273300.00,54214.00,6037204700,"Census Tract 2047, Los Angeles County, California"
7166,984500.00,54209.00,6085508204,"Census Tract 5082.04, Santa Clara County, California"
6925,513300.00,54184.00,6085500100,"Census Tract 5001, Santa Clara County, California"
4969,300000.00,54162.00,6067000800,"Census Tract 8, Sacramento County, California"
728,75300.00,54141.00,6019002000,"Census Tract 20, Fresno County, California"
7524,528600.00,54113.00,6097150611,"Census Tract 1506.11, Sonoma County, California"
5763,340100.00,54084.00,6073005600,"Census Tract 56, San Diego County, California"
2156,678900.00,54080.00,6037297500,"Census Tract 2975, Los Angeles County, California"
4020,758300.00,54056.00,6059052421,"Census Tract 524.21, Orange County, California"
4453,245900.00,54037.00,6061021046,"Census Tract 210.46, Placer County, California"
2228,369300.00,53992.00,6037320201,"Census Tract 3202.01, Los Angeles County, California"
1218,219000.00,53982.00,6037106408,"Census Tract 1064.08, Los Angeles County, California"
7249,499000.00,53932.00,6085512021,"Census Tract 5120.21, Santa Clara County, California"
5812,766400.00,53897.00,6073008330,"Census Tract 83.30, San Diego County, California"
4031,678000.00,53883.00,6059052511,"Census Tract 525.11, Orange County, California"
521,346800.00,53868.00,6013337200,"Census Tract 3372, Contra Costa County, California"
5438,184200.00,53863.00,6071003405,"Census Tract 34.05, San Bernardino County, California"
5745,253600.00,53851.00,6073003901,"Census Tract 39.01, San Diego County, California"
6396,826400.00,53838.00,6075025402,"Census Tract 254.02, San Francisco County, California"
6744,623000.00,53831.00,6081606300,"Census Tract 6063, San Mateo County, California"
3543,696000.00,53792.00,6041102100,"Census Tract 1021, Marin County, California"
1561,445700.00,53782.00,6037186404,"Census Tract 1864.04, Los Angeles County, California"
279,563000.00,53777.00,6001441800,"Census Tract 4418, Alameda County, California"
2598,502400.00,53776.00,6037481606,"Census Tract 4816.06, Los Angeles County, California"
3336,836200.00,53752.00,6037800332,"Census Tract 8003.32, Los Angeles County, California"
3604,342500.00,53744.00,6045010200,"Census Tract 102, Mendocino County, California"
3588,1048100.00,53719.00,6041128200,"Census Tract 1282, Marin County, California"
7908,279100.00,53709.00,6111004902,"Census Tract 49.02, Ventura County, California"
1668,360200.00,53651.00,6037201200,"Census Tract 2012, Los Angeles County, California"
7116,612800.00,53595.00,6085506304,"Census Tract 5063.04, Santa Clara County, California"
3867,539500.00,53554.00,6059011200,"Census Tract 112, Orange County, California"
129,688400.00,53548.00,6001422300,"Census Tract 4223, Alameda County, California"
7075,513300.00,53525.00,6085504505,"Census Tract 5045.05, Santa Clara County, California"
5711,269800.00,53500.00,6073003101,"Census Tract 31.01, San Diego County, California"
6519,178600.00,53454.00,6077003110,"Census Tract 31.10, San Joaquin County, California"
4869,286500.00,53449.00,6065045120,"Census Tract 451.20, Riverside County, California"
8026,634600.00,53443.00,6113010701,"Census Tract 107.01, Yolo County, California"
7434,194700.00,53426.00,6095251600,"Census Tract 2516, Solano County, California"
7343,719100.00,53413.00,6087122203,"Census Tract 1222.03, Santa Cruz County, California"
6727,1037200.00,53408.00,6081604600,"Census Tract 6046, San Mateo County, California"
2313,738600.00,53378.00,6037403405,"Census Tract 4034.05, Los Angeles County, California"
