,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
1577,1124200,107685,6037189600,"Census Tract 1896, Los Angeles County, California"
1578,1115700,199989,6037189701,"Census Tract 1897.01, Los Angeles County, California"
1579,1333300,673367,6037189702,"Census Tract 1897.02, Los Angeles County, California"
1580,843800,440679,6037189800,"Census Tract 1898, Los Angeles County, California"
1581,701500,573734,6037189902,"Census Tract 1899.02, Los Angeles County, California"
1582,583300,43054,6037189903,"Census Tract 1899.03, Los Angeles County, California"
1584,622700,90987,6037189905,"Census Tract 1899.05, Los Angeles County, California"
1585,507800,261422,6037190100,"Census Tract 1901, Los Angeles County, California"
1588,1060700,466502,6037190301,"Census Tract 1903.01, Los Angeles County, California"
1589,471900,58625,6037190401,"Census Tract 1904.01, Los Angeles County, California"
1592,455200,105425,6037190520,"Census Tract 1905.20, Los Angeles County, California"
1593,983900,348712,6037190700,"Census Tract 1907, Los Angeles County, California"
1594,861800,162772,6037190801,"Census Tract 1908.01, Los Angeles County, California"
1595,623100,106336,6037190802,"Census Tract 1908.02, Los Angeles County, California"
1596,849700,38064,6037190901,"Census Tract 1909.01, Los Angeles County, California"
1597,847200,387898,6037190902,"Census Tract 1909.02, Los Angeles County, California"
1598,637300,48492,6037191000,"Census Tract 1910, Los Angeles County, California"
1599,651500,57997,6037191110,"Census Tract 1911.10, Los Angeles County, California"
1600,833300,488310,6037191120,"Census Tract 1911.20, Los Angeles County, California"
1601,747700,275760,6037191201,"Census Tract 1912.01, Los Angeles County, California"
1602,728400,565148,6037191203,"Census Tract 1912.03, Los Angeles County, California"
1603,673600,84793,6037191204,"Census Tract 1912.04, Los Angeles County, California"
1604,625000,96497,6037191301,"Census Tract 1913.01, Los Angeles County, California"
1605,609600,39108,6037191302,"Census Tract 1913.02, Los Angeles County, California"
1606,600000,68886,6037191410,"Census Tract 1914.10, Los Angeles County, California"
1607,643600,47221,6037191420,"Census Tract 1914.20, Los Angeles County, California"
1608,778400,124525,6037191500,"Census Tract 1915, Los Angeles County, California"
1609,1087500,181925,6037191610,"Census Tract 1916.10, Los Angeles County, California"
1610,835000,249413,6037191620,"Census Tract 1916.20, Los Angeles County, California"
1611,633300,327813,6037191710,"Census Tract 1917.10, Los Angeles County, California"
1612,817600,164163,6037191720,"Census Tract 1917.20, Los Angeles County, California"
1613,715900,483221,6037191810,"Census Tract 1918.10, Los Angeles County, California"
1614,667400,110527,6037191820,"Census Tract 1918.20, Los Angeles County, California"
1615,613100,125244,6037191901,"Census Tract 1919.01, Los Angeles County, California"
1616,1297400,279319,6037191902,"Census Tract 1919.02, Los Angeles County, California"
1617,1244700,254364,6037192001,"Census Tract 1920.01, Los Angeles County, California"
1618,1258200,123022,6037192002,"Census Tract 1920.02, Los Angeles County, California"
1619,980800,110996,6037192300,"Census Tract 1923, Los Angeles County, California"
1620,1092400,101037,6037192410,"Census Tract 1924.10, Los Angeles County, California"
1621,730200,100792,6037192420,"Census Tract 1924.20, Los Angeles County, California"
1622,650500,57253,6037192510,"Census Tract 1925.10, Los Angeles County, California"
1623,698700,92722,6037192520,"Census Tract 1925.20, Los Angeles County, California"
1624,940800,199748,6037192610,"Census Tract 1926.10, Los Angeles County, California"
1625,744000,237543,6037192620,"Census Tract 1926.20, Los Angeles County, California"
1626,722700,135640,6037192700,"Census Tract 1927, Los Angeles County, California"
1628,1802900,311023,6037194102,"Census Tract 1941.02, Los Angeles County, California"
1629,1669200,296959,6037194200,"Census Tract 1942, Los Angeles County, California"
1631,1377600,225450,6037194401,"Census Tract 1944.01, Los Angeles County, California"
1632,1062900,165403,6037194402,"Census Tract 1944.02, Los Angeles County, California"
1633,1700900,101009,6037194500,"Census Tract 1945, Los Angeles County, California"
1634,1183300,83276,6037195100,"Census Tract 1951, Los Angeles County, California"
1635,1156600,117541,6037195201,"Census Tract 1952.01, Los Angeles County, California"
1636,1194400,109734,6037195202,"Census Tract 1952.02, Los Angeles County, California"
1637,798500,90283,6037195300,"Census Tract 1953, Los Angeles County, California"
1638,947100,190856,6037195400,"Census Tract 1954, Los Angeles County, California"
1639,855200,64622,6037195500,"Census Tract 1955, Los Angeles County, California"
1640,833100,88513,6037195600,"Census Tract 1956, Los Angeles County, California"
1641,685700,90464,6037195710,"Census Tract 1957.10, Los Angeles County, California"
1642,653600,62467,6037195720,"Census Tract 1957.20, Los Angeles County, California"
1643,800600,93240,6037195802,"Census Tract 1958.02, Los Angeles County, California"
1644,939900,104339,6037195803,"Census Tract 1958.03, Los Angeles County, California"
1645,839800,170435,6037195804,"Census Tract 1958.04, Los Angeles County, California"
1646,945700,361854,6037195901,"Census Tract 1959.01, Los Angeles County, California"
1647,899200,111763,6037195902,"Census Tract 1959.02, Los Angeles County, California"
1648,652900,53264,6037195903,"Census Tract 1959.03, Los Angeles County, California"
1649,505100,68746,6037197200,"Census Tract 1972, Los Angeles County, California"
1650,909200,88661,6037197300,"Census Tract 1973, Los Angeles County, California"
1651,977200,79787,6037197410,"Census Tract 1974.10, Los Angeles County, California"
1652,793400,88792,6037197420,"Census Tract 1974.20, Los Angeles County, California"
1653,944900,89028,6037197500,"Census Tract 1975, Los Angeles County, California"
1654,675000,125409,6037197600,"Census Tract 1976, Los Angeles County, California"
1655,528700,110668,6037197700,"Census Tract 1977, Los Angeles County, California"
1656,443500,25714,6037199000,"Census Tract 1990, Los Angeles County, California"
1657,472900,39411,6037199110,"Census Tract 1991.10, Los Angeles County, California"
1658,542800,100410,6037199120,"Census Tract 1991.20, Los Angeles County, California"
1659,585000,127297,6037199201,"Census Tract 1992.01, Los Angeles County, California"
1660,524600,77999,6037199202,"Census Tract 1992.02, Los Angeles County, California"
1661,688000,39572,6037199300,"Census Tract 1993, Los Angeles County, California"
1662,498500,65852,6037199400,"Census Tract 1994, Los Angeles County, California"
1663,520300,216794,6037199700,"Census Tract 1997, Los Angeles County, California"
1664,549900,68265,6037199800,"Census Tract 1998, Los Angeles County, California"
1665,457400,29443,6037199900,"Census Tract 1999, Los Angeles County, California"
1666,534000,57143,6037201110,"Census Tract 2011.10, Los Angeles County, California"
1667,610300,61509,6037201120,"Census Tract 2011.20, Los Angeles County, California"
1668,560700,45156,6037201200,"Census Tract 2012, Los Angeles County, California"
1669,579800,43142,6037201301,"Census Tract 2013.01, Los Angeles County, California"
1670,466700,14303,6037201302,"Census Tract 2013.02, Los Angeles County, California"
1671,472000,44048,6037201401,"Census Tract 2014.01, Los Angeles County, California"
1672,499400,40708,6037201402,"Census Tract 2014.02, Los Angeles County, California"
1673,493900,40958,6037201501,"Census Tract 2015.01, Los Angeles County, California"
1674,489000,44927,6037201503,"Census Tract 2015.03, Los Angeles County, California"
1675,475500,88363,6037201504,"Census Tract 2015.04, Los Angeles County, California"
1676,474800,24546,6037201601,"Census Tract 2016.01, Los Angeles County, California"
1677,482300,43359,6037201602,"Census Tract 2016.02, Los Angeles County, California"
1678,487800,33827,6037201700,"Census Tract 2017, Los Angeles County, California"
1679,441000,84276,6037203100,"Census Tract 2031, Los Angeles County, California"
1680,356600,29654,6037203200,"Census Tract 2032, Los Angeles County, California"
1681,465600,126171,6037203300,"Census Tract 2033, Los Angeles County, California"
1682,390500,66713,6037203500,"Census Tract 2035, Los Angeles County, California"
1683,450900,41380,6037203600,"Census Tract 2036, Los Angeles County, California"
1684,372700,47245,6037203710,"Census Tract 2037.10, Los Angeles County, California"
1685,489100,68465,6037203720,"Census Tract 2037.20, Los Angeles County, California"
1686,390400,37243,6037203800,"Census Tract 2038, Los Angeles County, California"
1687,390800,45058,6037203900,"Census Tract 2039, Los Angeles County, California"
1688,430400,54867,6037204110,"Census Tract 2041.10, Los Angeles County, California"
1689,399500,64434,6037204120,"Census Tract 2041.20, Los Angeles County, California"
1690,361600,31011,6037204200,"Census Tract 2042, Los Angeles County, California"
1691,456000,28299,6037204300,"Census Tract 2043, Los Angeles County, California"
1692,432800,66058,6037204410,"Census Tract 2044.10, Los Angeles County, California"
1693,443800,26637,6037204420,"Census Tract 2044.20, Los Angeles County, California"
1694,374100,50332,6037204600,"Census Tract 2046, Los Angeles County, California"
1695,464300,53983,6037204700,"Census Tract 2047, Los Angeles County, California"
1696,449000,26205,6037204810,"Census Tract 2048.10, Los Angeles County, California"
1697,383600,49498,6037204820,"Census Tract 2048.20, Los Angeles County, California"
1698,509000,142274,6037204910,"Census Tract 2049.10, Los Angeles County, California"
1699,439400,26741,6037204920,"Census Tract 2049.20, Los Angeles County, California"
1701,392900,49442,6037205120,"Census Tract 2051.20, Los Angeles County, California"
1702,528600,123426,6037206010,"Census Tract 2060.10, Los Angeles County, California"
1704,707200,95425,6037206031,"Census Tract 2060.31, Los Angeles County, California"
1705,537900,79169,6037206032,"Census Tract 2060.32, Los Angeles County, California"
1706,492900,174690,6037206050,"Census Tract 2060.50, Los Angeles County, California"
1707,459500,32442,6037206200,"Census Tract 2062, Los Angeles County, California"
1709,365000,91026,6037207101,"Census Tract 2071.01, Los Angeles County, California"
1710,687500,349332,6037207102,"Census Tract 2071.02, Los Angeles County, California"
1711,558800,123983,6037207103,"Census Tract 2071.03, Los Angeles County, California"
1712,722800,295192,6037207301,"Census Tract 2073.01, Los Angeles County, California"
1713,570400,89002,6037207302,"Census Tract 2073.02, Los Angeles County, California"
1715,618400,83760,6037207501,"Census Tract 2075.01, Los Angeles County, California"
1717,789500,104538,6037207710,"Census Tract 2077.10, Los Angeles County, California"
1718,760200,86864,6037207900,"Census Tract 2079, Los Angeles County, California"
1719,591800,200601,6037208000,"Census Tract 2080, Los Angeles County, California"
1721,635200,117449,6037208302,"Census Tract 2083.02, Los Angeles County, California"
1722,742600,308090,6037208401,"Census Tract 2084.01, Los Angeles County, California"
1723,644200,55007,6037208402,"Census Tract 2084.02, Los Angeles County, California"
1724,606300,259485,6037208501,"Census Tract 2085.01, Los Angeles County, California"
1726,681800,222901,6037208610,"Census Tract 2086.10, Los Angeles County, California"
1727,649100,115534,6037208620,"Census Tract 2086.20, Los Angeles County, California"
1728,379600,48317,6037208710,"Census Tract 2087.10, Los Angeles County, California"
1731,1010400,630971,6037208802,"Census Tract 2088.02, Los Angeles County, California"
1738,600900,46843,6037209200,"Census Tract 2092, Los Angeles County, California"
1739,361800,258214,6037209300,"Census Tract 2093, Los Angeles County, California"
1746,621400,31997,6037209820,"Census Tract 2098.20, Los Angeles County, California"
1747,334000,59401,6037210010,"Census Tract 2100.10, Los Angeles County, California"
1748,1725100,118721,6037211000,"Census Tract 2110, Los Angeles County, California"
1749,447300,16859,6037211120,"Census Tract 2111.20, Los Angeles County, California"
1750,1140600,414131,6037211121,"Census Tract 2111.21, Los Angeles County, California"
1751,646600,56604,6037211122,"Census Tract 2111.22, Los Angeles County, California"
1752,684800,174073,6037211201,"Census Tract 2112.01, Los Angeles County, California"
1753,714300,331942,6037211202,"Census Tract 2112.02, Los Angeles County, California"
1756,1559500,969643,6037211410,"Census Tract 2114.10, Los Angeles County, California"
1757,660000,80228,6037211420,"Census Tract 2114.20, Los Angeles County, California"
1758,1558600,711542,6037211500,"Census Tract 2115, Los Angeles County, California"
1760,783300,496143,6037211703,"Census Tract 2117.03, Los Angeles County, California"
1761,440900,89114,6037211704,"Census Tract 2117.04, Los Angeles County, California"
1762,353400,170430,6037211802,"Census Tract 2118.02, Los Angeles County, California"
1763,247900,164601,6037211803,"Census Tract 2118.03, Los Angeles County, California"
1764,848200,79144,6037211804,"Census Tract 2118.04, Los Angeles County, California"
1765,376500,78576,6037211910,"Census Tract 2119.10, Los Angeles County, California"
1768,567300,166693,6037212101,"Census Tract 2121.01, Los Angeles County, California"
